"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://dantondevelopm.wpenginepowered.com/suspended-ceilings/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Suspended Ceilings Melbourne | Danton Developments","50","488","Professional suspended ceilings Melbourne. Drop ceilings, grid systems & partitions for offices & retail. 25+ years experience. Free quotes. Call 0403 709 884.","159","965","","0","Suspended Ceilings Melbourne","28","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","169553","28994","28994","11.107","","1356","222","6.108","44.662","Hard","6.538","1","1","","154","47","0","100.000","124","47","0","5","3","0","","","","","e964419768253f6875498e06a2ae6926","0.652","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/suspended-ceilings/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/suspended-ceilings-grovedale/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Suspended Ceilings Grovedale | Danton Developments","50","484","Transform your dated Grovedale home with modern suspended ceilings. Cut energy bills, improve lighting & update your 70s-80s brick home. Free quotes available.","159","1003","","0","Suspended Ceilings Grovedale","28","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","165902","27315","27315","10.464","","866","154","5.623","52.052","Fairly Hard","4.483","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","dc199ae64683e3ffa6d56500de5b8c3f","0.658","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/suspended-ceilings-grovedale/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/partition-walls-epping/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Partition Walls Epping - Office Fitouts & Commercial","52","464","Transform empty Epping offices with professional partition walls. Expert office partitions for Cooper Street businesses. City of Whittlesea compliant fitouts.","158","957","","0","Partition Walls Epping","22","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","166995","27701","27701","10.612","","1015","165","6.152","43.477","Hard","5.207","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","5279b11c812989252258afdff3934105","0.742","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/partition-walls-epping/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/plasterboard-partitions/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Plasterboard Partitions Melbourne | Danton Developments","55","520","Professional plasterboard partitions Melbourne & metal stud systems. 25+ years experience. Commercial fitouts, office walls & repairs. Free quotes. Call 0403709884.","164","1022","","0","Plasterboard Partitions Melbourne","33","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","167958","28390","28390","10.876","","1170","206","5.680","45.030","Hard","5.847","1","1","","155","47","0","100.000","120","47","0","5","3","0","","","","","e820f9491a908e70f9f857014fc18d6d","0.828","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/plasterboard-partitions/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/partition-walls-williams-landing/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Partition Walls Williams Landing | Office Fitouts","49","425","Transform your Williams Landing office with professional partition walls. Create productive workspaces that match your business ambition. Get a free quote today.","161","1007","","0","Partition Walls Williams Landing","32","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","169482","28857","28857","11.055","","1249","225","5.551","45.073","Hard","6.107","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","52c09cc9833d405f232cb6e4cc65753b","0.865","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/partition-walls-williams-landing/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/partition-walls-richmond/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Partition Walls Richmond | Office Partitions | Danton Developments","66","599","Transform your Richmond workspace with professional partition walls. Create flexible office layouts for growing businesses. Expert installation across Melbourne.","161","1000","","0","Partition Walls Richmond","24","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","168748","28734","28734","11.007","","1193","208","5.736","44.649","Hard","5.913","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","33f5ee3a97d1f778e72c553284cd07c","0.865","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/partition-walls-richmond/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/partition-walls-cremorne/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Partition Walls Cremorne | Office Fitouts Melbourne","51","461","Transform your Cremorne workspace with strategic partition walls. Create productive zones for your tech teams while maximising your premium floor space. Get a quote today.","171","1084","","0","Partition Walls Cremorne","24","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","165926","27336","27336","10.472","","854","160","5.338","41.034","Hard","4.613","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","1e66d410cc7c9254781e7ec140f8d712","0.853","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/partition-walls-cremorne/","2026-04-15 09:58:16"
"https://dantondevelopm.wpenginepowered.com/plastering/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Plastering | Danton Developments","32","304","","0","0","","0","Plastering Melbourne","20","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","158545","24885","24885","9.533","","298","70","4.257","66.246","Normal","2.198","1","1","","107","47","0","100.000","120","47","0","5","3","0","","","","","f896f6c08e5411a84058fe4ad11fa325","0.920","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/plastering/","2026-04-15 09:58:17"
"https://dantondevelopm.wpenginepowered.com/contact-us/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Contact Us | Danton Developments","32","311","","0","0","","0","Get in touch","12","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","143717","24104","24104","9.234","","225","66","3.409","77.039","Fairly Easy","2.061","1","1","","152","47","0","100.000","119","47","0","5","3","0","","","","","20c46622b7d499dfbd89041f01ad26ab","0.891","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/contact-us/","2026-04-15 09:58:17"
"https://dantondevelopm.wpenginepowered.com/commercial-partition-walls/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Commercial Partition Walls | Danton Developments","48","458","","0","0","","0","Commercial Partition Walls Melbourne","36","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","159160","25175","25175","9.644","","298","69","4.319","63.628","Normal","2.197","1","1","","108","47","0","100.000","120","47","0","5","3","0","","","","","5dfe03ff6da6d9b4dc68b4f847efa1b","0.878","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/commercial-partition-walls/","2026-04-15 09:58:17"
"https://dantondevelopm.wpenginepowered.com/suspended-ceilings-collingwood/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Suspended Ceilings Collingwood | Danton Developments","52","502","Transform your Collingwood space with acoustic suspended ceilings. Expert installation for offices, apartments & retail. Reduce noise, improve comfort. Call today!","163","1004","","0","Suspended Ceilings Collingwood","30","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","166047","27366","27366","10.483","","881","152","5.796","46.444","Hard","4.657","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","dc2c4424e957a45955aec84741b59787","0.918","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/suspended-ceilings-collingwood/","2026-04-15 09:58:17"
"https://dantondevelopm.wpenginepowered.com/factory-partition-walls/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Factory Partition Walls | Danton Developments","45","415","","0","0","","0","Factory Partition Walls Melbourne","33","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","159180","25204","25204","9.655","","311","72","4.319","64.806","Normal","2.245","1","1","","108","47","0","100.000","120","47","0","5","3","0","","","","","35224d640596ad52f03b5fde3506f024","0.928","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/factory-partition-walls/","2026-04-15 09:58:17"
"https://dantondevelopm.wpenginepowered.com/suspended-ceilings-williams-landing/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Suspended Ceilings Williams Landing | Danton Developments","57","546","Expert suspended ceilings in Williams Landing for homes & offices. Address settlement cracks, improve acoustics & protect your investment. Call 0403 709 884.","157","981","","0","Suspended Ceilings Williams Landing","35","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","167404","27789","27789","10.645","","1081","171","6.322","45.932","Hard","5.416","1","1","","106","47","0","100.000","120","47","0","5","3","0","","","","","b1e7da4bc40533c0de88b91260444d77","0.854","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/suspended-ceilings-williams-landing/","2026-04-15 09:58:18"
"https://dantondevelopm.wpenginepowered.com/glass-partition-walls/","text/html; charset=UTF-8","200","OK","Non-Indexable","Blocked by robots.txt","Glass Partition Walls Melbourne | Office Partitions","51","447","Professional glass partition walls Melbourne & aluminium partitions. Create flexible office spaces with Danton Developments. 25+ years experience. Free quotes.","159","987","","0","Glass Partition Walls Melbourne","31","Send us a message","17","Send us a message","17","noindex, nofollow","","","","","","","","","168242","28645","28645","10.973","","1250","221","5.656","46.107","Hard","6.143","1","1","","155","47","0","100.000","120","47","0","5","3","0","","","","","518902ee8d32e3dbb225ffd61daa2fd2","0.834","","","","","en-US","1.1","","","","","","https://dantondevelopm.wpenginepowered.com/glass-partition-walls/","2026-04-15 09:58:18"
